LMM GLMM GEE
-0.0094377358528154 -0.000616959341257991 0
0.0233676907635132 0.00416620914268603 0
-0.0189429502611788 -0.00252081414796266 0
0.00734293408989783 0.0174532816137982 0
0.0028946657052905 0.00949704229022686 0
0.00500126961995861 0.00602797825666207 0
-0.0215242560045644 0.0103492948453753 0
-0.0119464252488448 -0.0054972025000872 0
0.00913814952666374 -0.00328814260824396 0
0.00279725053644152 -0.00471424179884285 0
0.0134525650052929 0.00151903691240444 0
-0.000342432108313595 -2.57054750431912e-05 0
0.0216489037264062 0.00609635277340402 0
0.0111855873764504 0.00448855855805721 0
-0.0390093752939789 -0.00176198546695263 0
-0.00556756990659341 -0.00589162413542525 0
0.0186903847844259 -0.00739661724105358 0
-0.00780507040137821 -0.00488109912404372 0
-0.00789933115584874 0.00982075672087845 0
-0.00154107613058997 0.00353885332458392 0
-0.0233708251155283 -0.0161651420090855 0
0.00100556963162759 0.00161384709655298 0
-0.0187286001386758 -0.00834924968699348 0
0.0103783896660703 0.000356364795511442 0
0.0160237367259582 0.00937685587954286 0
0.0127474861547923 -0.00281275128678388 0
-0.00716152848757284 -0.00201615603094589 0
-0.00873928318169714 -0.00837926085375063 0
0.00526380185651002 0.0119298925931917 0
0.0173456902670596 0.00675647740851609 0
-0.00141166017829453 -0.00343635595309056 0
0.00490474076107202 0.00098945173615084 0
0.0101930262700669 -0.00372640026587428 0
1.4759984582567e-05 0.0057772347335932 0
0.0183133103097764 0.00151382462646227 0
0.00881650470235933 0.0123665477360235 0
-0.00222624519293509 0.00604075253725384 0
-0.0192845493667577 0.0032750643042229 0
-0.00743021616185916 -0.00622678947050131 0
0.00372028958634987 -0.00307101670175618 0
0.00847515064450873 -0.000426123235055038 0
-0.000416537123403935 0.00637468385835092 0
-0.000664588080236575 0.014300440444769 0
-0.00735480280060294 -0.00164203576817101 0
0.00951226395705539 0.00645755775001778 0
0.0345088309253594 0.0154445273051197 0
0.00909791794278336 0.00851150103044779 0
0.00255434117248257 -0.000432702267498944 0
0.0077482898293305 0.00918918339691423 0
0.00341100860175012 0.00187549434542146 0
-0.0117308777365655 -0.00110431353567959 0
-0.00413145960086892 0.000294169609954156 0
0.00426918047618438 0.00263674456329614 0
0.00459606806615292 -0.00290064161152192 0
-0.0147393667109192 0.000631439446790031 0
0.0103696302419251 0.0124147498082058 0
-0.00483060874683951 0.00239713983766468 0
0.0132581119147024 0.0012789159554032 0
-0.00631907431330716 -0.00748737995472169 0
0.012373133020454 0.00671929673933262 0
-0.000889735952226179 -0.00707045985991941 0
-0.00719206525201801 0.00468966287200096 0
0.0169181920941016 0.00330278192365952 0
-0.00263479043344282 -0.00494110258109037 0
0.00230980079186253 0.00213287618975317 0
0.0214515919499192 0.0103785010765981 0
0.00258035064259418 0.000739827915987053 0
0.00194803933395017 0.00493412139017849 0
0.00627342818420612 -0.00105523348353588 0
0.00681027417376415 8.77440196134753e-05 0
-0.000188667665111474 -0.000763097340410376 0
-0.00890185377635366 0.00123920643018599 0
-0.00657950718447306 -0.00168324500841812 0
-0.0104101351261165 0.00308728823207499 0
-0.00379954788186436 -9.17528140523204e-05 0
0.0109268846811559 0.000134540991077248 0
-0.00482054840112728 0.00102448759191382 0
0.00683035728436685 -0.00162029218186867 0
-0.0121128107104995 0.00152361586636379 0
-0.0320738100945755 -0.0150570359777958 0
0.011465503438743 -0.00206021068536305 0
0.0197180745307558 0.00194197914594962 0
-0.00395491934575861 1.20809511098765e-05 0
0.0112176453335741 0.0091820826974439 0
-0.0265704890218063 0.00383049745210619 0
0.0023414317380992 0.00105556966305862 0
-0.00620085401294296 -0.00706967363390643 0
-0.00731077543296193 -0.00781319663101069 0
0.000385880647506997 0.00536364884587985 0
0.00929640867528838 0.000730875546065164 0
-0.00184983100507543 -0.00649889876211642 0
-0.00870801833037938 -0.00778464952369716 0
-0.00780063217947809 -0.00417781779723356 0
-0.0113444779706273 -0.00123835839552142 0
-0.00107428738158324 -0.000217382197947606 0
0.00245802464550489 -0.00878138044248847 0
0.00240692100376645 -0.00305366748866566 0
0.000455963559670836 0.000579158447214143 0
-0.00746740740458839 -0.00284869314792884 0
-0.0148604674916675 -0.000919403048983134 0
-0.0152194084502799 -0.00842315044347345 0
-0.00234061299359674 -0.00385793927249209 0
-0.0137064891461147 -0.00589326897844034 0
0.00358858203815084 0.00771792019163874 0
0.0144238328706726 -0.00374674631587308 0
-0.0154116674657356 -0.008337302104228 0
-0.0108195971591552 -0.0147867149522696 0
0.00421297733867561 0.009909460057254 0
-0.00872171513216947 0.0051260628726704 0
-0.00547741009381511 -0.00800190610690771 0
0.0069479089366985 0.00537615026650484 0
-0.0060253445606615 -8.73243801176982e-05 0
-0.00819494612284514 0.0072268390262243 0
0.0045276179966948 0.0110849489176694 0
0.000300459970711815 -0.00515924656784221 0
-0.00277484695894186 0.00470837707282523 0
-0.018162136716896 -0.00337340437567816 0
0.00780291096139048 0.000111775273433531 0
-0.00693749873352218 0.00483090729133862 0
0.0197327822993508 0.0096350440800691 0
0.00523391988877236 0.00550656126975318 0
0.0020010681300097 -0.00343961604413187 0
-0.0190880044107813 -0.00637926901608145 0
0.0121660485726295 0.00825661108029498 0
-0.0033172695133894 0.00150421979330584 0
-0.0143274767360092 -0.00372199432965875 0
-0.00321847506860101 -0.00544304759420981 0
0.00947360251568503 0.00900536855791265 0
-0.0109447228519907 -0.002047281448152 0
-0.00220199295299123 0.0032193435078473 0
0.00444115661411447 0.014963532297954 0
0.0117251898442332 0.00626805459758039 0
-0.0228477611608215 -0.0130822599681461 0
-0.00916949892817114 -0.00579813676259656 0
0.00602575756098277 0.000646731599670894 0
0.00193987293330106 0.000781770939567695 0
0.0150327567380613 0.0066539179603529 0
-0.00358042445633147 -0.0013406070446637 0
-0.0218914013341875 -0.0118865261351153 0
-0.000778445938467197 -0.00153392184541794 0
0.00778105046559118 0.00434832610951502 0
-0.00776671325496336 -0.00893877419080906 0
-0.00274527824532968 -0.00601661087672513 0
-0.0149579337954264 0.00398436983523836 0
-0.0196305765622029 -0.00582997090563252 0
0.00479096186081619 0.00494674266481594 0
0.0080847647638541 -0.000708563640569429 0
-0.00257032167495029 -0.00338504533173648 0
-0.00648330133576069 0.00580198162428065 0
0.0181970224131868 -0.00538599546715844 0
0.0141572252851437 0.0104213859156345 0
-0.0125389658842655 -0.0091104965311654 0
-0.0149858311908511 -0.00396103765733494 0
-0.00638269026784025 -0.000655908090726925 0
-0.00129774731406964 0.00273463522976547 0
-0.00974221906864054 0.010307223733842 0
-0.0113049353459909 -0.000924657503885329 0
0.00638852128979715 -0.00398216915325221 0
-0.00863570246848704 -0.00864946613277522 0
0.00615740786591114 -0.000601622035175174 0
0.00728853997177887 -0.00123026849600774 0
0.00319210508919202 0.00558918053899071 0
-0.00622660489952719 -0.00727459538615683 0
-0.00678476748974718 -0.000445534334074518 0
-0.00568452155716637 0.00249334298619706 0
-0.0170621630608213 -0.0091398273658864 0
-0.00240940233084853 -0.00438825565611718 0
0.0108402572415074 -0.000973257433882622 0
0.0109942027593661 0.00101670049945318 0
0.0291992033315187 0.00237131597121981 0
